Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Valid
56	Waveform 1	1	165.000000000	168.000000000	0.0	24000.0	0.126_6_ELDON1_20250423_195702_1167.0s_1170.0s.wav	0
56	Spectrogram 1	1	165.000000000	168.000000000	0.0	24000.0	0.126_6_ELDON1_20250423_195702_1167.0s_1170.0s.wav	0
57	Waveform 1	1	168.000000000	171.000000000	0.0	24000.0	0.126_9_ELDON6_20250420_185400_3213.0s_3216.0s.wav	0
57	Spectrogram 1	1	168.000000000	171.000000000	0.0	24000.0	0.126_9_ELDON6_20250420_185400_3213.0s_3216.0s.wav	0
58	Waveform 1	1	171.000000000	174.000000000	0.0	24000.0	0.128_3_ELDON9_20250428_190200_1143.0s_1146.0s.wav	0
58	Spectrogram 1	1	171.000000000	174.000000000	0.0	24000.0	0.128_3_ELDON9_20250428_190200_1143.0s_1146.0s.wav	0
59	Waveform 1	1	174.000000000	177.000000000	0.0	24000.0	0.129_7_ELDON7_20250429_200302_2643.0s_2646.0s.wav	0
59	Spectrogram 1	1	174.000000000	177.000000000	0.0	24000.0	0.129_7_ELDON7_20250429_200302_2643.0s_2646.0s.wav	0
60	Waveform 1	1	177.000000000	180.000000000	0.0	24000.0	0.131_12_ELDON1_20250425_185900_3009.0s_3012.0s.wav	0
60	Spectrogram 1	1	177.000000000	180.000000000	0.0	24000.0	0.131_12_ELDON1_20250425_185900_3009.0s_3012.0s.wav	0
61	Waveform 1	1	180.000000000	183.000000000	0.0	24000.0	0.132_5_ELDON2_20250429_200302_2985.0s_2988.0s.wav	0
61	Spectrogram 1	1	180.000000000	183.000000000	0.0	24000.0	0.132_5_ELDON2_20250429_200302_2985.0s_2988.0s.wav	0
62	Waveform 1	1	183.000000000	186.000000000	0.0	24000.0	0.132_8_ELDON7_20250429_200302_2763.0s_2766.0s.wav	0
62	Spectrogram 1	1	183.000000000	186.000000000	0.0	24000.0	0.132_8_ELDON7_20250429_200302_2763.0s_2766.0s.wav	0
63	Waveform 1	1	186.000000000	189.000000000	0.0	24000.0	0.134_12_ELDON1_20250423_185700_1401.0s_1404.0s.wav	0
63	Spectrogram 1	1	186.000000000	189.000000000	0.0	24000.0	0.134_12_ELDON1_20250423_185700_1401.0s_1404.0s.wav	0
64	Waveform 1	1	189.000000000	192.000000000	0.0	24000.0	0.134_13_ELDON1_20250424_185800_471.0s_474.0s.wav	0
64	Spectrogram 1	1	189.000000000	192.000000000	0.0	24000.0	0.134_13_ELDON1_20250424_185800_471.0s_474.0s.wav	0
65	Waveform 1	1	192.000000000	195.000000000	0.0	24000.0	0.135_12_ELDON4_20250430_190400_786.0s_789.0s.wav	0
65	Spectrogram 1	1	192.000000000	195.000000000	0.0	24000.0	0.135_12_ELDON4_20250430_190400_786.0s_789.0s.wav	0
66	Waveform 1	1	195.000000000	198.000000000	0.0	24000.0	0.135_13_ELDON7_20250423_062502_2034.0s_2037.0s.wav	1
66	Spectrogram 1	1	195.000000000	198.000000000	0.0	24000.0	0.135_13_ELDON7_20250423_062502_2034.0s_2037.0s.wav	1
67	Waveform 1	1	198.000000000	201.000000000	0.0	24000.0	0.135_15_ELDON2_20250430_051600_3162.0s_3165.0s.wav	0
67	Spectrogram 1	1	198.000000000	201.000000000	0.0	24000.0	0.135_15_ELDON2_20250430_051600_3162.0s_3165.0s.wav	0
68	Waveform 1	1	201.000000000	204.000000000	0.0	24000.0	0.135_19_ELDON5_20250419_185300_2652.0s_2655.0s.wav	0
68	Spectrogram 1	1	201.000000000	204.000000000	0.0	24000.0	0.135_19_ELDON5_20250419_185300_2652.0s_2655.0s.wav	0
69	Waveform 1	1	204.000000000	207.000000000	0.0	24000.0	0.135_2_ELDON6_20250427_190100_1053.0s_1056.0s.wav	0
69	Spectrogram 1	1	204.000000000	207.000000000	0.0	24000.0	0.135_2_ELDON6_20250427_190100_1053.0s_1056.0s.wav	0
70	Waveform 1	1	207.000000000	210.000000000	0.0	24000.0	0.135_5_ELDON7_20250422_185600_66.0s_69.0s.wav	0
70	Spectrogram 1	1	207.000000000	210.000000000	0.0	24000.0	0.135_5_ELDON7_20250422_185600_66.0s_69.0s.wav	0
71	Waveform 1	1	210.000000000	213.000000000	0.0	24000.0	0.136_3_ELDON9_20250423_185700_849.0s_852.0s.wav	0
71	Spectrogram 1	1	210.000000000	213.000000000	0.0	24000.0	0.136_3_ELDON9_20250423_185700_849.0s_852.0s.wav	0
72	Waveform 1	1	213.000000000	216.000000000	0.0	24000.0	0.137_31_ELDON5_20250421_185500_1047.0s_1050.0s.wav	0
72	Spectrogram 1	1	213.000000000	216.000000000	0.0	24000.0	0.137_31_ELDON5_20250421_185500_1047.0s_1050.0s.wav	0
73	Waveform 1	1	216.000000000	219.000000000	0.0	24000.0	0.138_11_ELDON9_20250424_062402_1488.0s_1491.0s.wav	1
73	Spectrogram 1	1	216.000000000	219.000000000	0.0	24000.0	0.138_11_ELDON9_20250424_062402_1488.0s_1491.0s.wav	1
74	Waveform 1	1	219.000000000	222.000000000	0.0	24000.0	0.138_29_ELDON5_20250419_063102_2661.0s_2664.0s.wav	0
74	Spectrogram 1	1	219.000000000	222.000000000	0.0	24000.0	0.138_29_ELDON5_20250419_063102_2661.0s_2664.0s.wav	0
75	Waveform 1	1	222.000000000	225.000000000	0.0	24000.0	0.138_35_ELDON9_20250423_062502_1497.0s_1500.0s.wav	1
75	Spectrogram 1	1	222.000000000	225.000000000	0.0	24000.0	0.138_35_ELDON9_20250423_062502_1497.0s_1500.0s.wav	1
76	Waveform 1	1	225.000000000	228.000000000	0.0	24000.0	0.141_13_ELDON7_20250429_061802_183.0s_186.0s.wav	0
76	Spectrogram 1	1	225.000000000	228.000000000	0.0	24000.0	0.141_13_ELDON7_20250429_061802_183.0s_186.0s.wav	0
77	Waveform 1	1	228.000000000	231.000000000	0.0	24000.0	0.141_33_ELDON5_20250420_185400_1404.0s_1407.0s.wav	0
77	Spectrogram 1	1	228.000000000	231.000000000	0.0	24000.0	0.141_33_ELDON5_20250420_185400_1404.0s_1407.0s.wav	0
78	Waveform 1	1	231.000000000	234.000000000	0.0	24000.0	0.141_4_ELDON9_20250427_190100_2076.0s_2079.0s.wav	1
78	Spectrogram 1	1	231.000000000	234.000000000	0.0	24000.0	0.141_4_ELDON9_20250427_190100_2076.0s_2079.0s.wav	1
79	Waveform 1	1	234.000000000	237.000000000	0.0	24000.0	0.143_5_ELDON1_20250422_185600_2349.0s_2352.0s.wav	0
79	Spectrogram 1	1	234.000000000	237.000000000	0.0	24000.0	0.143_5_ELDON1_20250422_185600_2349.0s_2352.0s.wav	0
80	Waveform 1	1	237.000000000	240.000000000	0.0	24000.0	0.143_6_ELDON1_20250430_190400_384.0s_387.0s.wav	0
80	Spectrogram 1	1	237.000000000	240.000000000	0.0	24000.0	0.143_6_ELDON1_20250430_190400_384.0s_387.0s.wav	0
81	Waveform 1	1	240.000000000	243.000000000	0.0	24000.0	0.144_14_ELDON4_20250423_185700_783.0s_786.0s.wav	0
81	Spectrogram 1	1	240.000000000	243.000000000	0.0	24000.0	0.144_14_ELDON4_20250423_185700_783.0s_786.0s.wav	0
82	Waveform 1	1	243.000000000	246.000000000	0.0	24000.0	0.145_6_ELDON2_20250430_190400_3588.0s_3591.0s.wav	1
82	Spectrogram 1	1	243.000000000	246.000000000	0.0	24000.0	0.145_6_ELDON2_20250430_190400_3588.0s_3591.0s.wav	1
83	Waveform 1	1	246.000000000	249.000000000	0.0	24000.0	0.145_8_ELDON7_20250423_185700_42.0s_45.0s.wav	0
83	Spectrogram 1	1	246.000000000	249.000000000	0.0	24000.0	0.145_8_ELDON7_20250423_185700_42.0s_45.0s.wav	0
84	Waveform 1	1	249.000000000	252.000000000	0.0	24000.0	0.146_17_ELDON3_20250423_185700_987.0s_990.0s.wav	0
84	Spectrogram 1	1	249.000000000	252.000000000	0.0	24000.0	0.146_17_ELDON3_20250423_185700_987.0s_990.0s.wav	0
85	Waveform 1	1	252.000000000	255.000000000	0.0	24000.0	0.147_27_ELDON5_20250420_185400_3141.0s_3144.0s.wav	0
85	Spectrogram 1	1	252.000000000	255.000000000	0.0	24000.0	0.147_27_ELDON5_20250420_185400_3141.0s_3144.0s.wav	0
86	Waveform 1	1	255.000000000	258.000000000	0.0	24000.0	0.147_29_ELDON7_20250425_185900_300.0s_303.0s.wav	0
86	Spectrogram 1	1	255.000000000	258.000000000	0.0	24000.0	0.147_29_ELDON7_20250425_185900_300.0s_303.0s.wav	0
87	Waveform 1	1	258.000000000	261.000000000	0.0	24000.0	0.147_6_ELDON3_20250422_195602_198.0s_201.0s.wav	0
87	Spectrogram 1	1	258.000000000	261.000000000	0.0	24000.0	0.147_6_ELDON3_20250422_195602_198.0s_201.0s.wav	0
88	Waveform 1	1	261.000000000	264.000000000	0.0	24000.0	0.148_10_ELDON7_20250430_051600_219.0s_222.0s.wav	0
88	Spectrogram 1	1	261.000000000	264.000000000	0.0	24000.0	0.148_10_ELDON7_20250430_051600_219.0s_222.0s.wav	0
89	Waveform 1	1	264.000000000	267.000000000	0.0	24000.0	0.148_11_ELDON1_20250425_185900_2964.0s_2967.0s.wav	0
89	Spectrogram 1	1	264.000000000	267.000000000	0.0	24000.0	0.148_11_ELDON1_20250425_185900_2964.0s_2967.0s.wav	0
90	Waveform 1	1	267.000000000	270.000000000	0.0	24000.0	0.150_12_ELDON1_20250430_051600_567.0s_570.0s.wav	0
90	Spectrogram 1	1	267.000000000	270.000000000	0.0	24000.0	0.150_12_ELDON1_20250430_051600_567.0s_570.0s.wav	0
91	Waveform 1	1	270.000000000	273.000000000	0.0	24000.0	0.151_16_ELDON3_20250423_185700_852.0s_855.0s.wav	0
91	Spectrogram 1	1	270.000000000	273.000000000	0.0	24000.0	0.151_16_ELDON3_20250423_185700_852.0s_855.0s.wav	0
92	Waveform 1	1	273.000000000	276.000000000	0.0	24000.0	0.152_10_ELDON1_20250425_185900_105.0s_108.0s.wav	0
92	Spectrogram 1	1	273.000000000	276.000000000	0.0	24000.0	0.152_10_ELDON1_20250425_185900_105.0s_108.0s.wav	0
93	Waveform 1	1	276.000000000	279.000000000	0.0	24000.0	0.153_1_ELDON2_20250429_200302_1011.0s_1014.0s.wav	0
93	Spectrogram 1	1	276.000000000	279.000000000	0.0	24000.0	0.153_1_ELDON2_20250429_200302_1011.0s_1014.0s.wav	0
94	Waveform 1	1	279.000000000	282.000000000	0.0	24000.0	0.153_4_ELDON7_20250429_190300_1731.0s_1734.0s.wav	0
94	Spectrogram 1	1	279.000000000	282.000000000	0.0	24000.0	0.153_4_ELDON7_20250429_190300_1731.0s_1734.0s.wav	0
95	Waveform 1	1	282.000000000	285.000000000	0.0	24000.0	0.154_12_ELDON1_20250424_185800_750.0s_753.0s.wav	0
95	Spectrogram 1	1	282.000000000	285.000000000	0.0	24000.0	0.154_12_ELDON1_20250424_185800_750.0s_753.0s.wav	0
96	Waveform 1	1	285.000000000	288.000000000	0.0	24000.0	0.154_28_ELDON5_20250419_063102_153.0s_156.0s.wav	0
96	Spectrogram 1	1	285.000000000	288.000000000	0.0	24000.0	0.154_28_ELDON5_20250419_063102_153.0s_156.0s.wav	0
97	Waveform 1	1	288.000000000	291.000000000	0.0	24000.0	0.155_18_ELDON5_20250419_185300_2793.0s_2796.0s.wav	0
97	Spectrogram 1	1	288.000000000	291.000000000	0.0	24000.0	0.155_18_ELDON5_20250419_185300_2793.0s_2796.0s.wav	0
98	Waveform 1	1	291.000000000	294.000000000	0.0	24000.0	0.155_3_ELDON9_20250429_200302_1206.0s_1209.0s.wav	0
98	Spectrogram 1	1	291.000000000	294.000000000	0.0	24000.0	0.155_3_ELDON9_20250429_200302_1206.0s_1209.0s.wav	0
99	Waveform 1	1	294.000000000	297.000000000	0.0	24000.0	0.157_18_ELDON3_20250423_185700_309.0s_312.0s.wav	0
99	Spectrogram 1	1	294.000000000	297.000000000	0.0	24000.0	0.157_18_ELDON3_20250423_185700_309.0s_312.0s.wav	0
100	Waveform 1	1	297.000000000	300.000000000	0.0	24000.0	0.158_13_ELDON1_20250427_062002_2466.0s_2469.0s.wav	0
100	Spectrogram 1	1	297.000000000	300.000000000	0.0	24000.0	0.158_13_ELDON1_20250427_062002_2466.0s_2469.0s.wav	0
101	Waveform 1	1	300.000000000	303.000000000	0.0	24000.0	0.158_13_ELDON4_20250425_185900_654.0s_657.0s.wav	0
101	Spectrogram 1	1	300.000000000	303.000000000	0.0	24000.0	0.158_13_ELDON4_20250425_185900_654.0s_657.0s.wav	0
102	Waveform 1	1	303.000000000	306.000000000	0.0	24000.0	0.160_10_ELDON3_20250423_195702_1740.0s_1743.0s.wav	0
