Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Valid
29	Spectrogram 1	1	84.000000000	87.000000000	0.000	22050.000	0.111_1_ELDON2_20250427_052000_279.00s_282.00s.wav	0
30	Waveform 1	1	87.000000000	90.000000000	0.000	22050.000	0.111_2_ELDON2_20250420_195402_135.00s_138.00s.wav	0
30	Spectrogram 1	1	87.000000000	90.000000000	0.000	22050.000	0.111_2_ELDON2_20250420_195402_135.00s_138.00s.wav	0
31	Waveform 1	1	90.000000000	93.000000000	0.000	22050.000	0.111_3_ELDON1_20250622_194100_1305.00s_1308.00s.wav	1
31	Spectrogram 1	1	90.000000000	93.000000000	0.000	22050.000	0.111_3_ELDON1_20250622_194100_1305.00s_1308.00s.wav	1
32	Waveform 1	1	93.000000000	96.000000000	0.000	22050.000	0.111_4_ELDON3_20250424_185800_450.00s_453.00s.wav	0
32	Spectrogram 1	1	93.000000000	96.000000000	0.000	22050.000	0.111_4_ELDON3_20250424_185800_450.00s_453.00s.wav	0
33	Waveform 1	1	96.000000000	99.000000000	0.000	22050.000	0.112_1_ELDON1_20250425_185900_2019.00s_2022.00s.wav	0
33	Spectrogram 1	1	96.000000000	99.000000000	0.000	22050.000	0.112_1_ELDON1_20250425_185900_2019.00s_2022.00s.wav	0
34	Waveform 1	1	99.000000000	102.000000000	0.000	22050.000	0.112_1_ELDON2_20250420_052900_771.00s_774.00s.wav	0
34	Spectrogram 1	1	99.000000000	102.000000000	0.000	22050.000	0.112_1_ELDON2_20250420_052900_771.00s_774.00s.wav	0
35	Waveform 1	1	102.000000000	105.000000000	0.000	22050.000	0.113_4_ELDON2_20250501_200502_60.00s_63.00s.wav	0
35	Spectrogram 1	1	102.000000000	105.000000000	0.000	22050.000	0.113_4_ELDON2_20250501_200502_60.00s_63.00s.wav	0
36	Waveform 1	1	105.000000000	108.000000000	0.000	22050.000	0.113_8_ELDON1_20250624_054902_3501.00s_3504.00s.wav	0
36	Spectrogram 1	1	105.000000000	108.000000000	0.000	22050.000	0.113_8_ELDON1_20250624_054902_3501.00s_3504.00s.wav	0
37	Waveform 1	1	108.000000000	111.000000000	0.000	22050.000	0.113_8_ELDON7_20250424_062402_3321.00s_3324.00s.wav	0
37	Spectrogram 1	1	108.000000000	111.000000000	0.000	22050.000	0.113_8_ELDON7_20250424_062402_3321.00s_3324.00s.wav	0
38	Waveform 1	1	111.000000000	114.000000000	0.000	22050.000	0.114_6_ELDON7_20250429_190300_843.00s_846.00s.wav	0
38	Spectrogram 1	1	111.000000000	114.000000000	0.000	22050.000	0.114_6_ELDON7_20250429_190300_843.00s_846.00s.wav	0
39	Waveform 1	1	114.000000000	117.000000000	0.000	22050.000	0.114_7_ELDON2_20250419_185300_450.00s_453.00s.wav	1
39	Spectrogram 1	1	114.000000000	117.000000000	0.000	22050.000	0.114_7_ELDON2_20250419_185300_450.00s_453.00s.wav	1
40	Waveform 1	1	117.000000000	120.000000000	0.000	22050.000	0.114_7_ELDON2_20250424_185800_1191.00s_1194.00s.wav	0
40	Spectrogram 1	1	117.000000000	120.000000000	0.000	22050.000	0.114_7_ELDON2_20250424_185800_1191.00s_1194.00s.wav	0
41	Waveform 1	1	120.000000000	123.000000000	0.000	22050.000	0.115_1_ELDON1_20250429_200302_1155.00s_1158.00s.wav	0
41	Spectrogram 1	1	120.000000000	123.000000000	0.000	22050.000	0.115_1_ELDON1_20250429_200302_1155.00s_1158.00s.wav	0
42	Waveform 1	1	123.000000000	126.000000000	0.000	22050.000	0.115_3_ELDON1_20250624_194100_3384.00s_3387.00s.wav	0
42	Spectrogram 1	1	123.000000000	126.000000000	0.000	22050.000	0.115_3_ELDON1_20250624_194100_3384.00s_3387.00s.wav	0
43	Waveform 1	1	126.000000000	129.000000000	0.000	22050.000	0.115_5_ELDON2_20250419_185300_2415.00s_2418.00s.wav	0
43	Spectrogram 1	1	126.000000000	129.000000000	0.000	22050.000	0.115_5_ELDON2_20250419_185300_2415.00s_2418.00s.wav	0
44	Waveform 1	1	129.000000000	132.000000000	0.000	22050.000	0.115_6_ELDON2_20250501_190500_1182.00s_1185.00s.wav	0
44	Spectrogram 1	1	129.000000000	132.000000000	0.000	22050.000	0.115_6_ELDON2_20250501_190500_1182.00s_1185.00s.wav	0
45	Waveform 1	1	132.000000000	135.000000000	0.000	22050.000	0.115_8_ELDON2_20250501_190500_3438.00s_3441.00s.wav	0
45	Spectrogram 1	1	132.000000000	135.000000000	0.000	22050.000	0.115_8_ELDON2_20250501_190500_3438.00s_3441.00s.wav	0
46	Waveform 1	1	135.000000000	138.000000000	0.000	22050.000	0.116_25_ELDON9_20250417_185100_60.00s_63.00s.wav	0
46	Spectrogram 1	1	135.000000000	138.000000000	0.000	22050.000	0.116_25_ELDON9_20250417_185100_60.00s_63.00s.wav	0
47	Waveform 1	1	138.000000000	141.000000000	0.000	22050.000	0.117_1_ELDON1_20250626_204102_912.00s_915.00s.wav	1
47	Spectrogram 1	1	138.000000000	141.000000000	0.000	22050.000	0.117_1_ELDON1_20250626_204102_912.00s_915.00s.wav	1
48	Waveform 1	1	141.000000000	144.000000000	0.000	22050.000	0.117_2_ELDON1_20250427_190100_2790.00s_2793.00s.wav	0
48	Spectrogram 1	1	141.000000000	144.000000000	0.000	22050.000	0.117_2_ELDON1_20250427_190100_2790.00s_2793.00s.wav	0
49	Waveform 1	1	144.000000000	147.000000000	0.000	22050.000	0.117_3_ELDON2_20250421_052800_1098.00s_1101.00s.wav	1
49	Spectrogram 1	1	144.000000000	147.000000000	0.000	22050.000	0.117_3_ELDON2_20250421_052800_1098.00s_1101.00s.wav	1
50	Waveform 1	1	147.000000000	150.000000000	0.000	22050.000	0.117_4_ELDON3_20250422_185600_558.00s_561.00s.wav	0
50	Spectrogram 1	1	147.000000000	150.000000000	0.000	22050.000	0.117_4_ELDON3_20250422_185600_558.00s_561.00s.wav	0
51	Waveform 1	1	150.000000000	153.000000000	0.000	22050.000	0.118_12_ELDON5_20250419_185300_2073.00s_2076.00s.wav	1
51	Spectrogram 1	1	150.000000000	153.000000000	0.000	22050.000	0.118_12_ELDON5_20250419_185300_2073.00s_2076.00s.wav	1
52	Waveform 1	1	153.000000000	156.000000000	0.000	22050.000	0.119_2_ELDON1_20250425_185900_2157.00s_2160.00s.wav	0
52	Spectrogram 1	1	153.000000000	156.000000000	0.000	22050.000	0.119_2_ELDON1_20250425_185900_2157.00s_2160.00s.wav	0
53	Waveform 1	1	156.000000000	159.000000000	0.000	22050.000	0.120_2_ELDON2_20250422_185600_828.00s_831.00s.wav	0
53	Spectrogram 1	1	156.000000000	159.000000000	0.000	22050.000	0.120_2_ELDON2_20250422_185600_828.00s_831.00s.wav	0
54	Waveform 1	1	159.000000000	162.000000000	0.000	22050.000	0.120_2_ELDON2_20250427_052000_924.00s_927.00s.wav	0
54	Spectrogram 1	1	159.000000000	162.000000000	0.000	22050.000	0.120_2_ELDON2_20250427_052000_924.00s_927.00s.wav	0
55	Waveform 1	1	162.000000000	165.000000000	0.000	22050.000	0.120_2_ELDON7_20250424_185800_528.00s_531.00s.wav	0
55	Spectrogram 1	1	162.000000000	165.000000000	0.000	22050.000	0.120_2_ELDON7_20250424_185800_528.00s_531.00s.wav	0
56	Waveform 1	1	165.000000000	168.000000000	0.000	22050.000	0.120_3_ELDON1_20250424_185800_1878.00s_1881.00s.wav	0
56	Spectrogram 1	1	165.000000000	168.000000000	0.000	22050.000	0.120_3_ELDON1_20250424_185800_1878.00s_1881.00s.wav	0
57	Waveform 1	1	168.000000000	171.000000000	0.000	22050.000	0.120_3_ELDON2_20250504_061202_228.00s_231.00s.wav	0
57	Spectrogram 1	1	168.000000000	171.000000000	0.000	22050.000	0.120_3_ELDON2_20250504_061202_228.00s_231.00s.wav	0
58	Waveform 1	1	171.000000000	174.000000000	0.000	22050.000	0.120_4_ELDON7_20250422_185600_1680.00s_1683.00s.wav	0
58	Spectrogram 1	1	171.000000000	174.000000000	0.000	22050.000	0.120_4_ELDON7_20250422_185600_1680.00s_1683.00s.wav	0
59	Waveform 1	1	174.000000000	177.000000000	0.000	22050.000	0.120_5_ELDON7_20250422_185600_1263.00s_1266.00s.wav	0
59	Spectrogram 1	1	174.000000000	177.000000000	0.000	22050.000	0.120_5_ELDON7_20250422_185600_1263.00s_1266.00s.wav	0
60	Waveform 1	1	177.000000000	180.000000000	0.000	22050.000	0.121_7_ELDON1_20250419_185300_867.00s_870.00s.wav	0
60	Spectrogram 1	1	177.000000000	180.000000000	0.000	22050.000	0.121_7_ELDON1_20250419_185300_867.00s_870.00s.wav	0
61	Waveform 1	1	180.000000000	183.000000000	0.000	22050.000	0.123_7_ELDON7_20250429_190300_1530.00s_1533.00s.wav	0
61	Spectrogram 1	1	180.000000000	183.000000000	0.000	22050.000	0.123_7_ELDON7_20250429_190300_1530.00s_1533.00s.wav	0
62	Waveform 1	1	183.000000000	186.000000000	0.000	22050.000	0.124_3_ELDON8_20250619_194000_18.00s_21.00s.wav	1
62	Spectrogram 1	1	183.000000000	186.000000000	0.000	22050.000	0.124_3_ELDON8_20250619_194000_18.00s_21.00s.wav	1
63	Waveform 1	1	186.000000000	189.000000000	0.000	22050.000	0.124_4_ELDON4_20250417_185100_237.00s_240.00s.wav	0
63	Spectrogram 1	1	186.000000000	189.000000000	0.000	22050.000	0.124_4_ELDON4_20250417_185100_237.00s_240.00s.wav	0
64	Waveform 1	1	189.000000000	192.000000000	0.000	22050.000	0.124_6_ELDON3_20250424_185800_1173.00s_1176.00s.wav	0
64	Spectrogram 1	1	189.000000000	192.000000000	0.000	22050.000	0.124_6_ELDON3_20250424_185800_1173.00s_1176.00s.wav	0
65	Waveform 1	1	192.000000000	195.000000000	0.000	22050.000	0.124_9_ELDON2_20250501_190500_696.00s_699.00s.wav	0
65	Spectrogram 1	1	192.000000000	195.000000000	0.000	22050.000	0.124_9_ELDON2_20250501_190500_696.00s_699.00s.wav	0
66	Waveform 1	1	195.000000000	198.000000000	0.000	22050.000	0.125_4_ELDON2_20250420_185400_1746.00s_1749.00s.wav	0
66	Spectrogram 1	1	195.000000000	198.000000000	0.000	22050.000	0.125_4_ELDON2_20250420_185400_1746.00s_1749.00s.wav	0
67	Waveform 1	1	198.000000000	201.000000000	0.000	22050.000	0.126_1_ELDON4_20250429_200302_2571.00s_2574.00s.wav	0
67	Spectrogram 1	1	198.000000000	201.000000000	0.000	22050.000	0.126_1_ELDON4_20250429_200302_2571.00s_2574.00s.wav	0
68	Waveform 1	1	201.000000000	204.000000000	0.000	22050.000	0.126_7_ELDON5_20250705_194000_2025.00s_2028.00s.wav	1
68	Spectrogram 1	1	201.000000000	204.000000000	0.000	22050.000	0.126_7_ELDON5_20250705_194000_2025.00s_2028.00s.wav	1
69	Waveform 1	1	204.000000000	207.000000000	0.000	22050.000	0.127_1_ELDON2_20250421_052800_2439.00s_2442.00s.wav	0
69	Spectrogram 1	1	204.000000000	207.000000000	0.000	22050.000	0.127_1_ELDON2_20250421_052800_2439.00s_2442.00s.wav	0
70	Waveform 1	1	207.000000000	210.000000000	0.000	22050.000	0.129_11_ELDON2_20250501_190500_873.00s_876.00s.wav	0
70	Spectrogram 1	1	207.000000000	210.000000000	0.000	22050.000	0.129_11_ELDON2_20250501_190500_873.00s_876.00s.wav	0
71	Waveform 1	1	210.000000000	213.000000000	0.000	22050.000	0.129_3_ELDON1_20250504_051200_111.00s_114.00s.wav	0
71	Spectrogram 1	1	210.000000000	213.000000000	0.000	22050.000	0.129_3_ELDON1_20250504_051200_111.00s_114.00s.wav	0
72	Waveform 1	1	213.000000000	216.000000000	0.000	22050.000	0.130_3_ELDON1_20250430_051600_1896.00s_1899.00s.wav	0
72	Spectrogram 1	1	213.000000000	216.000000000	0.000	22050.000	0.130_3_ELDON1_20250430_051600_1896.00s_1899.00s.wav	0
73	Waveform 1	1	216.000000000	219.000000000	0.000	22050.000	0.130_3_ELDON1_20250501_200502_1755.00s_1758.00s.wav	0
73	Spectrogram 1	1	216.000000000	219.000000000	0.000	22050.000	0.130_3_ELDON1_20250501_200502_1755.00s_1758.00s.wav	0
74	Waveform 1	1	219.000000000	222.000000000	0.000	22050.000	0.130_7_ELDON1_20250429_200302_2355.00s_2358.00s.wav	0
74	Spectrogram 1	1	219.000000000	222.000000000	0.000	22050.000	0.130_7_ELDON1_20250429_200302_2355.00s_2358.00s.wav	0
75	Waveform 1	1	222.000000000	225.000000000	0.000	22050.000	0.131_3_ELDON1_20250429_200302_2652.00s_2655.00s.wav	0
75	Spectrogram 1	1	222.000000000	225.000000000	0.000	22050.000	0.131_3_ELDON1_20250429_200302_2652.00s_2655.00s.wav	0
76	Waveform 1	1	225.000000000	228.000000000	0.000	22050.000	0.131_4_ELDON7_20250702_055302_2514.00s_2517.00s.wav	0
76	Spectrogram 1	1	225.000000000	228.000000000	0.000	22050.000	0.131_4_ELDON7_20250702_055302_2514.00s_2517.00s.wav	0
77	Waveform 1	1	228.000000000	231.000000000	0.000	22050.000	0.131_9_ELDON1_20250419_185300_936.00s_939.00s.wav	0
77	Spectrogram 1	1	228.000000000	231.000000000	0.000	22050.000	0.131_9_ELDON1_20250419_185300_936.00s_939.00s.wav	0
78	Waveform 1	1	231.000000000	234.000000000	0.000	22050.000	0.132_2_ELDON4_20250428_190200_783.00s_786.00s.wav	0
78	Spectrogram 1	1	231.000000000	234.000000000	0.000	22050.000	0.132_2_ELDON4_20250428_190200_783.00s_786.00s.wav	0
79	Waveform 1	1	234.000000000	237.000000000	0.000	22050.000	0.132_4_ELDON3_20250425_185900_3300.00s_3303.00s.wav	1
79	Spectrogram 1	1	234.000000000	237.000000000	0.000	22050.000	0.132_4_ELDON3_20250425_185900_3300.00s_3303.00s.wav	1
80	Waveform 1	1	237.000000000	240.000000000	0.000	22050.000	0.132_6_ELDON4_20250628_194100_474.00s_477.00s.wav	0
80	Spectrogram 1	1	237.000000000	240.000000000	0.000	22050.000	0.132_6_ELDON4_20250628_194100_474.00s_477.00s.wav	0
81	Waveform 1	1	240.000000000	243.000000000	0.000	22050.000	0.133_13_ELDON5_20250419_185300_2172.00s_2175.00s.wav	1
81	Spectrogram 1	1	240.000000000	243.000000000	0.000	22050.000	0.133_13_ELDON5_20250419_185300_2172.00s_2175.00s.wav	1
82	Waveform 1	1	243.000000000	246.000000000	0.000	22050.000	0.133_1_ELDON4_20250628_204102_459.00s_462.00s.wav	1
82	Spectrogram 1	1	243.000000000	246.000000000	0.000	22050.000	0.133_1_ELDON4_20250628_204102_459.00s_462.00s.wav	1
83	Waveform 1	1	246.000000000	249.000000000	0.000	22050.000	0.133_2_ELDON5_20250628_194100_3156.00s_3159.00s.wav	0
83	Spectrogram 1	1	246.000000000	249.000000000	0.000	22050.000	0.133_2_ELDON5_20250628_194100_3156.00s_3159.00s.wav	0
84	Waveform 1	1	249.000000000	252.000000000	0.000	22050.000	0.134_4_ELDON6_20250419_053100_1431.00s_1434.00s.wav	0
84	Spectrogram 1	1	249.000000000	252.000000000	0.000	22050.000	0.134_4_ELDON6_20250419_053100_1431.00s_1434.00s.wav	0
85	Waveform 1	1	252.000000000	255.000000000	0.000	22050.000	0.134_5_ELDON3_20250422_185600_1197.00s_1200.00s.wav	1
85	Spectrogram 1	1	252.000000000	255.000000000	0.000	22050.000	0.134_5_ELDON3_20250422_185600_1197.00s_1200.00s.wav	1
86	Waveform 1	1	255.000000000	258.000000000	0.000	22050.000	0.135_5_ELDON4_20250417_185100_222.00s_225.00s.wav	0
86	Spectrogram 1	1	255.000000000	258.000000000	0.000	22050.000	0.135_5_ELDON4_20250417_185100_222.00s_225.00s.wav	0
87	Waveform 1	1	258.000000000	261.000000000	0.000	22050.000	0.137_4_ELDON4_20250708_193900_735.00s_738.00s.wav	1
87	Spectrogram 1	1	258.000000000	261.000000000	0.000	22050.000	0.137_4_ELDON4_20250708_193900_735.00s_738.00s.wav	1
88	Waveform 1	1	261.000000000	264.000000000	0.000	22050.000	0.137_6_ELDON2_20250424_185800_1434.00s_1437.00s.wav	0
88	Spectrogram 1	1	261.000000000	264.000000000	0.000	22050.000	0.137_6_ELDON2_20250424_185800_1434.00s_1437.00s.wav	0
89	Waveform 1	1	264.000000000	267.000000000	0.000	22050.000	0.138_2_ELDON3_20250422_195602_99.00s_102.00s.wav	0
89	Spectrogram 1	1	264.000000000	267.000000000	0.000	22050.000	0.138_2_ELDON3_20250422_195602_99.00s_102.00s.wav	0
90	Waveform 1	1	267.000000000	270.000000000	0.000	22050.000	0.139_10_ELDON2_20250501_190500_3333.00s_3336.00s.wav	0
90	Spectrogram 1	1	267.000000000	270.000000000	0.000	22050.000	0.139_10_ELDON2_20250501_190500_3333.00s_3336.00s.wav	0
91	Waveform 1	1	270.000000000	273.000000000	0.000	22050.000	0.139_1_ELDON7_20250702_055302_2538.00s_2541.00s.wav	0
91	Spectrogram 1	1	270.000000000	273.000000000	0.000	22050.000	0.139_1_ELDON7_20250702_055302_2538.00s_2541.00s.wav	0
92	Waveform 1	1	273.000000000	276.000000000	0.000	22050.000	0.139_2_ELDON7_20250702_055302_2094.00s_2097.00s.wav	0
92	Spectrogram 1	1	273.000000000	276.000000000	0.000	22050.000	0.139_2_ELDON7_20250702_055302_2094.00s_2097.00s.wav	0
93	Waveform 1	1	276.000000000	279.000000000	0.000	22050.000	0.139_3_ELDON1_20250429_190300_3231.00s_3234.00s.wav	0
93	Spectrogram 1	1	276.000000000	279.000000000	0.000	22050.000	0.139_3_ELDON1_20250429_190300_3231.00s_3234.00s.wav	0
94	Waveform 1	1	279.000000000	282.000000000	0.000	22050.000	0.140_12_ELDON2_20250505_190900_1455.00s_1458.00s.wav	0
94	Spectrogram 1	1	279.000000000	282.000000000	0.000	22050.000	0.140_12_ELDON2_20250505_190900_1455.00s_1458.00s.wav	0
95	Waveform 1	1	282.000000000	285.000000000	0.000	22050.000	0.140_3_ELDON7_20250427_062002_642.00s_645.00s.wav	0
95	Spectrogram 1	1	282.000000000	285.000000000	0.000	22050.000	0.140_3_ELDON7_20250427_062002_642.00s_645.00s.wav	0
96	Waveform 1	1	285.000000000	288.000000000	0.000	22050.000	0.140_7_ELDON10_20250625_194100_3204.00s_3207.00s.wav	0
96	Spectrogram 1	1	285.000000000	288.000000000	0.000	22050.000	0.140_7_ELDON10_20250625_194100_3204.00s_3207.00s.wav	0
97	Waveform 1	1	288.000000000	291.000000000	0.000	22050.000	0.141_4_ELDON7_20250427_052000_3243.00s_3246.00s.wav	0
97	Spectrogram 1	1	288.000000000	291.000000000	0.000	22050.000	0.141_4_ELDON7_20250427_052000_3243.00s_3246.00s.wav	0
98	Waveform 1	1	291.000000000	294.000000000	0.000	22050.000	0.141_7_ELDON4_20250428_051900_288.00s_291.00s.wav	0
98	Spectrogram 1	1	291.000000000	294.000000000	0.000	22050.000	0.141_7_ELDON4_20250428_051900_288.00s_291.00s.wav	0
99	Waveform 1	1	294.000000000	297.000000000	0.000	22050.000	0.141_9_ELDON10_20250705_194000_2655.00s_2658.00s.wav	0
99	Spectrogram 1	1	294.000000000	297.000000000	0.000	22050.000	0.141_9_ELDON10_20250705_194000_2655.00s_2658.00s.wav	0
100	Waveform 1	1	297.000000000	300.000000000	0.000	22050.000	0.142_12_ELDON1_20250417_185100_2553.00s_2556.00s.wav	1
100	Spectrogram 1	1	297.000000000	300.000000000	0.000	22050.000	0.142_12_ELDON1_20250417_185100_2553.00s_2556.00s.wav	1
101	Waveform 1	1	300.000000000	303.000000000	0.000	22050.000	0.142_3_ELDON2_20250420_185400_1206.00s_1209.00s.wav	1
101	Spectrogram 1	1	300.000000000	303.000000000	0.000	22050.000	0.142_3_ELDON2_20250420_185400_1206.00s_1209.00s.wav	1
102	Waveform 1	1	303.000000000	306.000000000	0.000	22050.000	0.142_3_ELDON2_20250504_051200_2820.00s_2823.00s.wav	0
