Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Valid
16	Spectrogram 1	1	45.000000000	48.000000000	0.000	22050.000	0.103_3_ELDON5_20250603_054902_2295.00s_2298.00s.wav	0
17	Waveform 1	1	48.000000000	51.000000000	0.000	22050.000	0.103_4_ELDON5_20250520_055702_1953.00s_1956.00s.wav	0
17	Spectrogram 1	1	48.000000000	51.000000000	0.000	22050.000	0.103_4_ELDON5_20250520_055702_1953.00s_1956.00s.wav	0
18	Waveform 1	1	51.000000000	54.000000000	0.000	22050.000	0.103_4_ELDON8_20250517_191900_1197.00s_1200.00s.wav	0
18	Spectrogram 1	1	51.000000000	54.000000000	0.000	22050.000	0.103_4_ELDON8_20250517_191900_1197.00s_1200.00s.wav	0
19	Waveform 1	1	54.000000000	57.000000000	0.000	22050.000	0.104_1_ELDON5_20250531_203102_1980.00s_1983.00s.wav	0
19	Spectrogram 1	1	54.000000000	57.000000000	0.000	22050.000	0.104_1_ELDON5_20250531_203102_1980.00s_1983.00s.wav	0
20	Waveform 1	1	57.000000000	60.000000000	0.000	22050.000	0.104_3_ELDON8_20250430_200402_3399.00s_3402.00s.wav	0
20	Spectrogram 1	1	57.000000000	60.000000000	0.000	22050.000	0.104_3_ELDON8_20250430_200402_3399.00s_3402.00s.wav	0
21	Waveform 1	1	60.000000000	63.000000000	0.000	22050.000	0.105_1_ELDON2_20250422_052700_204.00s_207.00s.wav	1
21	Spectrogram 1	1	60.000000000	63.000000000	0.000	22050.000	0.105_1_ELDON2_20250422_052700_204.00s_207.00s.wav	1
22	Waveform 1	1	63.000000000	66.000000000	0.000	22050.000	0.105_1_ELDON5_20250509_201202_3420.00s_3423.00s.wav	0
22	Spectrogram 1	1	63.000000000	66.000000000	0.000	22050.000	0.105_1_ELDON5_20250509_201202_3420.00s_3423.00s.wav	0
23	Waveform 1	1	66.000000000	69.000000000	0.000	22050.000	0.105_1_ELDON5_20250531_193100_3303.00s_3306.00s.wav	0
23	Spectrogram 1	1	66.000000000	69.000000000	0.000	22050.000	0.105_1_ELDON5_20250531_193100_3303.00s_3306.00s.wav	0
24	Waveform 1	1	69.000000000	72.000000000	0.000	22050.000	0.105_1_ELDON5_20250601_203102_1431.00s_1434.00s.wav	0
24	Spectrogram 1	1	69.000000000	72.000000000	0.000	22050.000	0.105_1_ELDON5_20250601_203102_1431.00s_1434.00s.wav	0
25	Waveform 1	1	72.000000000	75.000000000	0.000	22050.000	0.105_2_ELDON10_20250514_201702_183.00s_186.00s.wav	0
25	Spectrogram 1	1	72.000000000	75.000000000	0.000	22050.000	0.105_2_ELDON10_20250514_201702_183.00s_186.00s.wav	0
26	Waveform 1	1	75.000000000	78.000000000	0.000	22050.000	0.105_3_ELDON5_20250506_190900_2409.00s_2412.00s.wav	0
26	Spectrogram 1	1	75.000000000	78.000000000	0.000	22050.000	0.105_3_ELDON5_20250506_190900_2409.00s_2412.00s.wav	0
27	Waveform 1	1	78.000000000	81.000000000	0.000	22050.000	0.105_4_ELDON8_20250430_200402_2052.00s_2055.00s.wav	0
27	Spectrogram 1	1	78.000000000	81.000000000	0.000	22050.000	0.105_4_ELDON8_20250430_200402_2052.00s_2055.00s.wav	0
28	Waveform 1	1	81.000000000	84.000000000	0.000	22050.000	0.106_12_ELDON7_20250512_050400_867.00s_870.00s.wav	0
28	Spectrogram 1	1	81.000000000	84.000000000	0.000	22050.000	0.106_12_ELDON7_20250512_050400_867.00s_870.00s.wav	0
29	Waveform 1	1	84.000000000	87.000000000	0.000	22050.000	0.106_1_ELDON10_20250514_201702_390.00s_393.00s.wav	0
29	Spectrogram 1	1	84.000000000	87.000000000	0.000	22050.000	0.106_1_ELDON10_20250514_201702_390.00s_393.00s.wav	0
30	Waveform 1	1	87.000000000	90.000000000	0.000	22050.000	0.106_1_ELDON4_20250423_052500_132.00s_135.00s.wav	1
30	Spectrogram 1	1	87.000000000	90.000000000	0.000	22050.000	0.106_1_ELDON4_20250423_052500_132.00s_135.00s.wav	1
31	Waveform 1	1	90.000000000	93.000000000	0.000	22050.000	0.107_2_ELDON5_20250521_045600_2772.00s_2775.00s.wav	0
31	Spectrogram 1	1	90.000000000	93.000000000	0.000	22050.000	0.107_2_ELDON5_20250521_045600_2772.00s_2775.00s.wav	0
32	Waveform 1	1	93.000000000	96.000000000	0.000	22050.000	0.107_9_ELDON7_20250418_063202_2709.00s_2712.00s.wav	0
32	Spectrogram 1	1	93.000000000	96.000000000	0.000	22050.000	0.107_9_ELDON7_20250418_063202_2709.00s_2712.00s.wav	0
33	Waveform 1	1	96.000000000	99.000000000	0.000	22050.000	0.108_1_ELDON3_20250529_192900_2886.00s_2889.00s.wav	1
33	Spectrogram 1	1	96.000000000	99.000000000	0.000	22050.000	0.108_1_ELDON3_20250529_192900_2886.00s_2889.00s.wav	1
34	Waveform 1	1	99.000000000	102.000000000	0.000	22050.000	0.108_1_ELDON8_20250427_200102_1707.00s_1710.00s.wav	0
34	Spectrogram 1	1	99.000000000	102.000000000	0.000	22050.000	0.108_1_ELDON8_20250427_200102_1707.00s_1710.00s.wav	0
35	Waveform 1	1	102.000000000	105.000000000	0.000	22050.000	0.108_2_ELDON10_20250514_191700_750.00s_753.00s.wav	1
35	Spectrogram 1	1	102.000000000	105.000000000	0.000	22050.000	0.108_2_ELDON10_20250514_191700_750.00s_753.00s.wav	1
36	Waveform 1	1	105.000000000	108.000000000	0.000	22050.000	0.108_2_ELDON10_20250521_045600_2958.00s_2961.00s.wav	1
36	Spectrogram 1	1	105.000000000	108.000000000	0.000	22050.000	0.108_2_ELDON10_20250521_045600_2958.00s_2961.00s.wav	1
37	Waveform 1	1	108.000000000	111.000000000	0.000	22050.000	0.108_5_ELDON5_20250614_193800_3249.00s_3252.00s.wav	1
37	Spectrogram 1	1	108.000000000	111.000000000	0.000	22050.000	0.108_5_ELDON5_20250614_193800_3249.00s_3252.00s.wav	1
38	Waveform 1	1	111.000000000	114.000000000	0.000	22050.000	0.109_1_ELDON5_20250603_044900_825.00s_828.00s.wav	1
38	Spectrogram 1	1	111.000000000	114.000000000	0.000	22050.000	0.109_1_ELDON5_20250603_044900_825.00s_828.00s.wav	1
39	Waveform 1	1	114.000000000	117.000000000	0.000	22050.000	0.110_11_ELDON7_20250529_192900_1968.00s_1971.00s.wav	1
39	Spectrogram 1	1	114.000000000	117.000000000	0.000	22050.000	0.110_11_ELDON7_20250529_192900_1968.00s_1971.00s.wav	1
40	Waveform 1	1	117.000000000	120.000000000	0.000	22050.000	0.110_1_ELDON5_20250504_200802_3135.00s_3138.00s.wav	0
40	Spectrogram 1	1	117.000000000	120.000000000	0.000	22050.000	0.110_1_ELDON5_20250504_200802_3135.00s_3138.00s.wav	0
41	Waveform 1	1	120.000000000	123.000000000	0.000	22050.000	0.111_3_ELDON8_20250424_195802_2682.00s_2685.00s.wav	0
41	Spectrogram 1	1	120.000000000	123.000000000	0.000	22050.000	0.111_3_ELDON8_20250424_195802_2682.00s_2685.00s.wav	0
42	Waveform 1	1	123.000000000	126.000000000	0.000	22050.000	0.111_4_ELDON5_20250509_050600_336.00s_339.00s.wav	1
42	Spectrogram 1	1	123.000000000	126.000000000	0.000	22050.000	0.111_4_ELDON5_20250509_050600_336.00s_339.00s.wav	1
43	Waveform 1	1	126.000000000	129.000000000	0.000	22050.000	0.111_4_ELDON8_20250612_193800_360.00s_363.00s.wav	0
43	Spectrogram 1	1	126.000000000	129.000000000	0.000	22050.000	0.111_4_ELDON8_20250612_193800_360.00s_363.00s.wav	0
44	Waveform 1	1	129.000000000	132.000000000	0.000	22050.000	0.111_7_ELDON7_20250603_054902_3144.00s_3147.00s.wav	0
44	Spectrogram 1	1	129.000000000	132.000000000	0.000	22050.000	0.111_7_ELDON7_20250603_054902_3144.00s_3147.00s.wav	0
45	Waveform 1	1	132.000000000	135.000000000	0.000	22050.000	0.112_2_ELDON8_20250514_191700_15.00s_18.00s.wav	0
45	Spectrogram 1	1	132.000000000	135.000000000	0.000	22050.000	0.112_2_ELDON8_20250514_191700_15.00s_18.00s.wav	0
46	Waveform 1	1	135.000000000	138.000000000	0.000	22050.000	0.112_4_ELDON10_20250603_044900_1239.00s_1242.00s.wav	1
46	Spectrogram 1	1	135.000000000	138.000000000	0.000	22050.000	0.112_4_ELDON10_20250603_044900_1239.00s_1242.00s.wav	1
47	Waveform 1	1	138.000000000	141.000000000	0.000	22050.000	0.113_1_ELDON8_20250514_191700_2244.00s_2247.00s.wav	0
47	Spectrogram 1	1	138.000000000	141.000000000	0.000	22050.000	0.113_1_ELDON8_20250514_191700_2244.00s_2247.00s.wav	0
48	Waveform 1	1	141.000000000	144.000000000	0.000	22050.000	0.113_2_ELDON5_20250418_053200_1092.00s_1095.00s.wav	0
48	Spectrogram 1	1	141.000000000	144.000000000	0.000	22050.000	0.113_2_ELDON5_20250418_053200_1092.00s_1095.00s.wav	0
49	Waveform 1	1	144.000000000	147.000000000	0.000	22050.000	0.113_3_ELDON5_20250505_051100_432.00s_435.00s.wav	0
49	Spectrogram 1	1	144.000000000	147.000000000	0.000	22050.000	0.113_3_ELDON5_20250505_051100_432.00s_435.00s.wav	0
50	Waveform 1	1	147.000000000	150.000000000	0.000	22050.000	0.113_4_ELDON3_20250425_052300_615.00s_618.00s.wav	1
50	Spectrogram 1	1	147.000000000	150.000000000	0.000	22050.000	0.113_4_ELDON3_20250425_052300_615.00s_618.00s.wav	1
51	Waveform 1	1	150.000000000	153.000000000	0.000	22050.000	0.114_1_ELDON9_20250501_200502_891.00s_894.00s.wav	0
51	Spectrogram 1	1	150.000000000	153.000000000	0.000	22050.000	0.114_1_ELDON9_20250501_200502_891.00s_894.00s.wav	0
52	Waveform 1	1	153.000000000	156.000000000	0.000	22050.000	0.114_2_ELDON3_20250526_192700_969.00s_972.00s.wav	1
52	Spectrogram 1	1	153.000000000	156.000000000	0.000	22050.000	0.114_2_ELDON3_20250526_192700_969.00s_972.00s.wav	1
53	Waveform 1	1	156.000000000	159.000000000	0.000	22050.000	0.114_2_ELDON4_20250505_051100_225.00s_228.00s.wav	1
53	Spectrogram 1	1	156.000000000	159.000000000	0.000	22050.000	0.114_2_ELDON4_20250505_051100_225.00s_228.00s.wav	1
54	Waveform 1	1	159.000000000	162.000000000	0.000	22050.000	0.114_2_ELDON8_20250429_190300_774.00s_777.00s.wav	0
54	Spectrogram 1	1	159.000000000	162.000000000	0.000	22050.000	0.114_2_ELDON8_20250429_190300_774.00s_777.00s.wav	0
55	Waveform 1	1	162.000000000	165.000000000	0.000	22050.000	0.114_3_ELDON7_20250514_191700_786.00s_789.00s.wav	0
55	Spectrogram 1	1	162.000000000	165.000000000	0.000	22050.000	0.114_3_ELDON7_20250514_191700_786.00s_789.00s.wav	0
56	Waveform 1	1	165.000000000	168.000000000	0.000	22050.000	0.114_4_ELDON8_20250520_192200_2745.00s_2748.00s.wav	0
56	Spectrogram 1	1	165.000000000	168.000000000	0.000	22050.000	0.114_4_ELDON8_20250520_192200_2745.00s_2748.00s.wav	0
57	Waveform 1	1	168.000000000	171.000000000	0.000	22050.000	0.114_9_ELDON3_20250423_185700_2697.00s_2700.00s.wav	0
57	Spectrogram 1	1	168.000000000	171.000000000	0.000	22050.000	0.114_9_ELDON3_20250423_185700_2697.00s_2700.00s.wav	0
58	Waveform 1	1	171.000000000	174.000000000	0.000	22050.000	0.115_1_ELDON2_20250424_052400_420.00s_423.00s.wav	1
58	Spectrogram 1	1	171.000000000	174.000000000	0.000	22050.000	0.115_1_ELDON2_20250424_052400_420.00s_423.00s.wav	1
59	Waveform 1	1	174.000000000	177.000000000	0.000	22050.000	0.115_1_ELDON5_20250421_185500_3174.00s_3177.00s.wav	0
59	Spectrogram 1	1	174.000000000	177.000000000	0.000	22050.000	0.115_1_ELDON5_20250421_185500_3174.00s_3177.00s.wav	0
60	Waveform 1	1	177.000000000	180.000000000	0.000	22050.000	0.115_1_ELDON5_20250522_045500_1296.00s_1299.00s.wav	1
60	Spectrogram 1	1	177.000000000	180.000000000	0.000	22050.000	0.115_1_ELDON5_20250522_045500_1296.00s_1299.00s.wav	1
61	Waveform 1	1	180.000000000	183.000000000	0.000	22050.000	0.115_6_ELDON10_20250521_055602_2073.00s_2076.00s.wav	0
61	Spectrogram 1	1	180.000000000	183.000000000	0.000	22050.000	0.115_6_ELDON10_20250521_055602_2073.00s_2076.00s.wav	0
62	Waveform 1	1	183.000000000	186.000000000	0.000	22050.000	0.115_9_ELDON10_20250512_191500_3216.00s_3219.00s.wav	0
62	Spectrogram 1	1	183.000000000	186.000000000	0.000	22050.000	0.115_9_ELDON10_20250512_191500_3216.00s_3219.00s.wav	0
63	Waveform 1	1	186.000000000	189.000000000	0.000	22050.000	0.116_2_ELDON5_20250603_044900_297.00s_300.00s.wav	0
63	Spectrogram 1	1	186.000000000	189.000000000	0.000	22050.000	0.116_2_ELDON5_20250603_044900_297.00s_300.00s.wav	0
64	Waveform 1	1	189.000000000	192.000000000	0.000	22050.000	0.117_1_ELDON4_20250616_203902_255.00s_258.00s.wav	0
64	Spectrogram 1	1	189.000000000	192.000000000	0.000	22050.000	0.117_1_ELDON4_20250616_203902_255.00s_258.00s.wav	0
65	Waveform 1	1	192.000000000	195.000000000	0.000	22050.000	0.117_2_ELDON5_20250417_185100_2763.00s_2766.00s.wav	0
65	Spectrogram 1	1	192.000000000	195.000000000	0.000	22050.000	0.117_2_ELDON5_20250417_185100_2763.00s_2766.00s.wav	0
66	Waveform 1	1	195.000000000	198.000000000	0.000	22050.000	0.117_3_ELDON10_20250513_050300_2883.00s_2886.00s.wav	0
66	Spectrogram 1	1	195.000000000	198.000000000	0.000	22050.000	0.117_3_ELDON10_20250513_050300_2883.00s_2886.00s.wav	0
67	Waveform 1	1	198.000000000	201.000000000	0.000	22050.000	0.117_3_ELDON5_20250510_050500_258.00s_261.00s.wav	0
67	Spectrogram 1	1	198.000000000	201.000000000	0.000	22050.000	0.117_3_ELDON5_20250510_050500_258.00s_261.00s.wav	0
68	Waveform 1	1	201.000000000	204.000000000	0.000	22050.000	0.118_1_ELDON2_20250507_201002_2262.00s_2265.00s.wav	0
68	Spectrogram 1	1	201.000000000	204.000000000	0.000	22050.000	0.118_1_ELDON2_20250507_201002_2262.00s_2265.00s.wav	0
69	Waveform 1	1	204.000000000	207.000000000	0.000	22050.000	0.118_1_ELDON5_20250523_192500_2685.00s_2688.00s.wav	1
69	Spectrogram 1	1	204.000000000	207.000000000	0.000	22050.000	0.118_1_ELDON5_20250523_192500_2685.00s_2688.00s.wav	1
70	Waveform 1	1	207.000000000	210.000000000	0.000	22050.000	0.118_2_ELDON5_20250520_192200_2169.00s_2172.00s.wav	0
70	Spectrogram 1	1	207.000000000	210.000000000	0.000	22050.000	0.118_2_ELDON5_20250520_192200_2169.00s_2172.00s.wav	0
71	Waveform 1	1	210.000000000	213.000000000	0.000	22050.000	0.119_1_ELDON10_20250521_192300_1287.00s_1290.00s.wav	0
71	Spectrogram 1	1	210.000000000	213.000000000	0.000	22050.000	0.119_1_ELDON10_20250521_192300_1287.00s_1290.00s.wav	0
72	Waveform 1	1	213.000000000	216.000000000	0.000	22050.000	0.119_3_ELDON10_20250514_191700_3147.00s_3150.00s.wav	0
72	Spectrogram 1	1	213.000000000	216.000000000	0.000	22050.000	0.119_3_ELDON10_20250514_191700_3147.00s_3150.00s.wav	0
73	Waveform 1	1	216.000000000	219.000000000	0.000	22050.000	0.119_4_ELDON4_20250420_185400_2862.00s_2865.00s.wav	1
73	Spectrogram 1	1	216.000000000	219.000000000	0.000	22050.000	0.119_4_ELDON4_20250420_185400_2862.00s_2865.00s.wav	1
74	Waveform 1	1	219.000000000	222.000000000	0.000	22050.000	0.120_1_ELDON8_20250504_051200_2931.00s_2934.00s.wav	0
74	Spectrogram 1	1	219.000000000	222.000000000	0.000	22050.000	0.120_1_ELDON8_20250504_051200_2931.00s_2934.00s.wav	0
75	Waveform 1	1	222.000000000	225.000000000	0.000	22050.000	0.121_1_ELDON5_20250603_054902_2538.00s_2541.00s.wav	0
75	Spectrogram 1	1	222.000000000	225.000000000	0.000	22050.000	0.121_1_ELDON5_20250603_054902_2538.00s_2541.00s.wav	0
76	Waveform 1	1	225.000000000	228.000000000	0.000	22050.000	0.121_7_ELDON8_20250516_191900_3270.00s_3273.00s.wav	1
76	Spectrogram 1	1	225.000000000	228.000000000	0.000	22050.000	0.121_7_ELDON8_20250516_191900_3270.00s_3273.00s.wav	1
77	Waveform 1	1	228.000000000	231.000000000	0.000	22050.000	0.121_8_ELDON5_20250616_193900_78.00s_81.00s.wav	1
77	Spectrogram 1	1	228.000000000	231.000000000	0.000	22050.000	0.121_8_ELDON5_20250616_193900_78.00s_81.00s.wav	1
78	Waveform 1	1	231.000000000	234.000000000	0.000	22050.000	0.122_1_ELDON8_20250428_200202_948.00s_951.00s.wav	1
78	Spectrogram 1	1	231.000000000	234.000000000	0.000	22050.000	0.122_1_ELDON8_20250428_200202_948.00s_951.00s.wav	1
79	Waveform 1	1	234.000000000	237.000000000	0.000	22050.000	0.122_8_ELDON10_20250512_191500_2547.00s_2550.00s.wav	0
79	Spectrogram 1	1	234.000000000	237.000000000	0.000	22050.000	0.122_8_ELDON10_20250512_191500_2547.00s_2550.00s.wav	0
80	Waveform 1	1	237.000000000	240.000000000	0.000	22050.000	0.123_1_ELDON5_20250417_185100_2769.00s_2772.00s.wav	0
80	Spectrogram 1	1	237.000000000	240.000000000	0.000	22050.000	0.123_1_ELDON5_20250417_185100_2769.00s_2772.00s.wav	0
81	Waveform 1	1	240.000000000	243.000000000	0.000	22050.000	0.123_1_ELDON5_20250512_201502_1938.00s_1941.00s.wav	0
81	Spectrogram 1	1	240.000000000	243.000000000	0.000	22050.000	0.123_1_ELDON5_20250512_201502_1938.00s_1941.00s.wav	0
82	Waveform 1	1	243.000000000	246.000000000	0.000	22050.000	0.123_1_ELDON7_20250423_195702_396.00s_399.00s.wav	1
82	Spectrogram 1	1	243.000000000	246.000000000	0.000	22050.000	0.123_1_ELDON7_20250423_195702_396.00s_399.00s.wav	1
83	Waveform 1	1	246.000000000	249.000000000	0.000	22050.000	0.123_2_ELDON5_20250603_054902_2607.00s_2610.00s.wav	0
83	Spectrogram 1	1	246.000000000	249.000000000	0.000	22050.000	0.123_2_ELDON5_20250603_054902_2607.00s_2610.00s.wav	0
84	Waveform 1	1	249.000000000	252.000000000	0.000	22050.000	0.123_9_ELDON7_20250525_045400_663.00s_666.00s.wav	1
84	Spectrogram 1	1	249.000000000	252.000000000	0.000	22050.000	0.123_9_ELDON7_20250525_045400_663.00s_666.00s.wav	1
85	Waveform 1	1	252.000000000	255.000000000	0.000	22050.000	0.124_1_ELDON2_20250628_045100_405.00s_408.00s.wav	1
85	Spectrogram 1	1	252.000000000	255.000000000	0.000	22050.000	0.124_1_ELDON2_20250628_045100_405.00s_408.00s.wav	1
86	Waveform 1	1	255.000000000	258.000000000	0.000	22050.000	0.124_2_ELDON5_20250601_203102_1458.00s_1461.00s.wav	0
86	Spectrogram 1	1	255.000000000	258.000000000	0.000	22050.000	0.124_2_ELDON5_20250601_203102_1458.00s_1461.00s.wav	0
87	Waveform 1	1	258.000000000	261.000000000	0.000	22050.000	0.124_4_ELDON5_20250521_055602_789.00s_792.00s.wav	1
87	Spectrogram 1	1	258.000000000	261.000000000	0.000	22050.000	0.124_4_ELDON5_20250521_055602_789.00s_792.00s.wav	1
88	Waveform 1	1	261.000000000	264.000000000	0.000	22050.000	0.125_1_ELDON5_20250516_050000_102.00s_105.00s.wav	0
88	Spectrogram 1	1	261.000000000	264.000000000	0.000	22050.000	0.125_1_ELDON5_20250516_050000_102.00s_105.00s.wav	0
89	Waveform 1	1	264.000000000	267.000000000	0.000	22050.000	0.125_4_ELDON5_20250506_190900_3279.00s_3282.00s.wav	0
89	Spectrogram 1	1	264.000000000	267.000000000	0.000	22050.000	0.125_4_ELDON5_20250506_190900_3279.00s_3282.00s.wav	0
90	Waveform 1	1	267.000000000	270.000000000	0.000	22050.000	0.126_1_ELDON2_20250423_195702_1860.00s_1863.00s.wav	1
90	Spectrogram 1	1	267.000000000	270.000000000	0.000	22050.000	0.126_1_ELDON2_20250423_195702_1860.00s_1863.00s.wav	1
91	Waveform 1	1	270.000000000	273.000000000	0.000	22050.000	0.126_1_ELDON5_20250620_204002_1284.00s_1287.00s.wav	0
91	Spectrogram 1	1	270.000000000	273.000000000	0.000	22050.000	0.126_1_ELDON5_20250620_204002_1284.00s_1287.00s.wav	0
92	Waveform 1	1	273.000000000	276.000000000	0.000	22050.000	0.126_2_ELDON5_20250531_203102_2496.00s_2499.00s.wav	0
92	Spectrogram 1	1	273.000000000	276.000000000	0.000	22050.000	0.126_2_ELDON5_20250531_203102_2496.00s_2499.00s.wav	0
93	Waveform 1	1	276.000000000	279.000000000	0.000	22050.000	0.126_3_ELDON8_20250521_192300_561.00s_564.00s.wav	1
93	Spectrogram 1	1	276.000000000	279.000000000	0.000	22050.000	0.126_3_ELDON8_20250521_192300_561.00s_564.00s.wav	1
94	Waveform 1	1	279.000000000	282.000000000	0.000	22050.000	0.126_4_ELDON4_20250512_191500_783.00s_786.00s.wav	0
94	Spectrogram 1	1	279.000000000	282.000000000	0.000	22050.000	0.126_4_ELDON4_20250512_191500_783.00s_786.00s.wav	0
95	Waveform 1	1	282.000000000	285.000000000	0.000	22050.000	0.128_1_ELDON5_20250603_193300_2481.00s_2484.00s.wav	0
95	Spectrogram 1	1	282.000000000	285.000000000	0.000	22050.000	0.128_1_ELDON5_20250603_193300_2481.00s_2484.00s.wav	0
96	Waveform 1	1	285.000000000	288.000000000	0.000	22050.000	0.128_2_ELDON10_20250512_201502_369.00s_372.00s.wav	0
96	Spectrogram 1	1	285.000000000	288.000000000	0.000	22050.000	0.128_2_ELDON10_20250512_201502_369.00s_372.00s.wav	0
97	Waveform 1	1	288.000000000	291.000000000	0.000	22050.000	0.129_3_ELDON4_20250504_200802_3126.00s_3129.00s.wav	0
97	Spectrogram 1	1	288.000000000	291.000000000	0.000	22050.000	0.129_3_ELDON4_20250504_200802_3126.00s_3129.00s.wav	0
98	Waveform 1	1	291.000000000	294.000000000	0.000	22050.000	0.130_5_ELDON4_20250516_050000_45.00s_48.00s.wav	0
98	Spectrogram 1	1	291.000000000	294.000000000	0.000	22050.000	0.130_5_ELDON4_20250516_050000_45.00s_48.00s.wav	0
99	Waveform 1	1	294.000000000	297.000000000	0.000	22050.000	0.131_2_ELDON8_20250507_191000_480.00s_483.00s.wav	0
99	Spectrogram 1	1	294.000000000	297.000000000	0.000	22050.000	0.131_2_ELDON8_20250507_191000_480.00s_483.00s.wav	0
100	Waveform 1	1	297.000000000	300.000000000	0.000	22050.000	0.132_2_ELDON5_20250509_201202_3417.00s_3420.00s.wav	0
100	Spectrogram 1	1	297.000000000	300.000000000	0.000	22050.000	0.132_2_ELDON5_20250509_201202_3417.00s_3420.00s.wav	0
101	Waveform 1	1	300.000000000	303.000000000	0.000	22050.000	0.133_2_ELDON3_20250527_192800_2478.00s_2481.00s.wav	1
101	Spectrogram 1	1	300.000000000	303.000000000	0.000	22050.000	0.133_2_ELDON3_20250527_192800_2478.00s_2481.00s.wav	1
102	Waveform 1	1	303.000000000	306.000000000	0.000	22050.000	0.133_4_ELDON1_20250622_204102_486.00s_489.00s.wav	1
