Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Valid
40	Spectrogram 1	1	117.000000000	120.000000000	0.0	24000.0	0.137_3_ELDON3_20250418_063202_1698.0s_1701.0s.wav	1
41	Waveform 1	1	120.000000000	123.000000000	0.0	24000.0	0.137_46_ELDON4_20250420_062902_1551.0s_1554.0s.wav	1
41	Spectrogram 1	1	120.000000000	123.000000000	0.0	24000.0	0.137_46_ELDON4_20250420_062902_1551.0s_1554.0s.wav	1
42	Waveform 1	1	123.000000000	126.000000000	0.0	24000.0	0.139_42_ELDON4_20250430_051600_2046.0s_2049.0s.wav	1
42	Spectrogram 1	1	123.000000000	126.000000000	0.0	24000.0	0.139_42_ELDON4_20250430_051600_2046.0s_2049.0s.wav	1
43	Waveform 1	1	126.000000000	129.000000000	0.0	24000.0	0.140_45_ELDON4_20250419_185300_645.0s_648.0s.wav	1
43	Spectrogram 1	1	126.000000000	129.000000000	0.0	24000.0	0.140_45_ELDON4_20250419_185300_645.0s_648.0s.wav	1
44	Waveform 1	1	129.000000000	132.000000000	0.0	24000.0	0.141_4_ELDON5_20250419_063102_3300.0s_3303.0s.wav	1
44	Spectrogram 1	1	129.000000000	132.000000000	0.0	24000.0	0.141_4_ELDON5_20250419_063102_3300.0s_3303.0s.wav	1
45	Waveform 1	1	132.000000000	135.000000000	0.0	24000.0	0.144_5_ELDON5_20250420_062902_3435.0s_3438.0s.wav	1
45	Spectrogram 1	1	132.000000000	135.000000000	0.0	24000.0	0.144_5_ELDON5_20250420_062902_3435.0s_3438.0s.wav	1
46	Waveform 1	1	135.000000000	138.000000000	0.0	24000.0	0.147_7_ELDON5_20250421_062802_1983.0s_1986.0s.wav	0
46	Spectrogram 1	1	135.000000000	138.000000000	0.0	24000.0	0.147_7_ELDON5_20250421_062802_1983.0s_1986.0s.wav	0
47	Waveform 1	1	138.000000000	141.000000000	0.0	24000.0	0.148_3_ELDON1_20250422_185600_2265.0s_2268.0s.wav	1
47	Spectrogram 1	1	138.000000000	141.000000000	0.0	24000.0	0.148_3_ELDON1_20250422_185600_2265.0s_2268.0s.wav	1
48	Waveform 1	1	141.000000000	144.000000000	0.0	24000.0	0.150_3_ELDON6_20250418_063202_2865.0s_2868.0s.wav	1
48	Spectrogram 1	1	141.000000000	144.000000000	0.0	24000.0	0.150_3_ELDON6_20250418_063202_2865.0s_2868.0s.wav	1
49	Waveform 1	1	144.000000000	147.000000000	0.0	24000.0	0.151_38_ELDON4_20250420_062902_1719.0s_1722.0s.wav	1
49	Spectrogram 1	1	144.000000000	147.000000000	0.0	24000.0	0.151_38_ELDON4_20250420_062902_1719.0s_1722.0s.wav	1
50	Waveform 1	1	147.000000000	150.000000000	0.0	24000.0	0.151_3_ELDON5_20250420_185400_2301.0s_2304.0s.wav	1
50	Spectrogram 1	1	147.000000000	150.000000000	0.0	24000.0	0.151_3_ELDON5_20250420_185400_2301.0s_2304.0s.wav	1
51	Waveform 1	1	150.000000000	153.000000000	0.0	24000.0	0.157_11_ELDON5_20250419_063102_1065.0s_1068.0s.wav	1
51	Spectrogram 1	1	150.000000000	153.000000000	0.0	24000.0	0.157_11_ELDON5_20250419_063102_1065.0s_1068.0s.wav	1
52	Waveform 1	1	153.000000000	156.000000000	0.0	24000.0	0.159_33_ELDON3_20250421_185500_420.0s_423.0s.wav	0
52	Spectrogram 1	1	153.000000000	156.000000000	0.0	24000.0	0.159_33_ELDON3_20250421_185500_420.0s_423.0s.wav	0
53	Waveform 1	1	156.000000000	159.000000000	0.0	24000.0	0.162_12_ELDON4_20250425_062302_1218.0s_1221.0s.wav	1
53	Spectrogram 1	1	156.000000000	159.000000000	0.0	24000.0	0.162_12_ELDON4_20250425_062302_1218.0s_1221.0s.wav	1
54	Waveform 1	1	159.000000000	162.000000000	0.0	24000.0	0.163_13_ELDON3_20250424_185800_2028.0s_2031.0s.wav	0
54	Spectrogram 1	1	159.000000000	162.000000000	0.0	24000.0	0.163_13_ELDON3_20250424_185800_2028.0s_2031.0s.wav	0
55	Waveform 1	1	162.000000000	165.000000000	0.0	24000.0	0.164_120_ELDON10_20250421_185500_1914.0s_1917.0s.wav	1
55	Spectrogram 1	1	162.000000000	165.000000000	0.0	24000.0	0.164_120_ELDON10_20250421_185500_1914.0s_1917.0s.wav	1
56	Waveform 1	1	165.000000000	168.000000000	0.0	24000.0	0.164_4_ELDON2_20250429_061802_84.0s_87.0s.wav	1
56	Spectrogram 1	1	165.000000000	168.000000000	0.0	24000.0	0.164_4_ELDON2_20250429_061802_84.0s_87.0s.wav	1
57	Waveform 1	1	168.000000000	171.000000000	0.0	24000.0	0.164_5_ELDON6_20250420_062902_1575.0s_1578.0s.wav	1
57	Spectrogram 1	1	168.000000000	171.000000000	0.0	24000.0	0.164_5_ELDON6_20250420_062902_1575.0s_1578.0s.wav	1
58	Waveform 1	1	171.000000000	174.000000000	0.0	24000.0	0.165_44_ELDON4_20250419_185300_531.0s_534.0s.wav	0
58	Spectrogram 1	1	171.000000000	174.000000000	0.0	24000.0	0.165_44_ELDON4_20250419_185300_531.0s_534.0s.wav	0
59	Waveform 1	1	174.000000000	177.000000000	0.0	24000.0	0.168_121_ELDON10_20250421_185500_870.0s_873.0s.wav	0
59	Spectrogram 1	1	174.000000000	177.000000000	0.0	24000.0	0.168_121_ELDON10_20250421_185500_870.0s_873.0s.wav	0
60	Waveform 1	1	177.000000000	180.000000000	0.0	24000.0	0.168_12_ELDON3_20250424_185800_1731.0s_1734.0s.wav	1
60	Spectrogram 1	1	177.000000000	180.000000000	0.0	24000.0	0.168_12_ELDON3_20250424_185800_1731.0s_1734.0s.wav	1
61	Waveform 1	1	180.000000000	183.000000000	0.0	24000.0	0.171_14_ELDON2_20250420_052900_3465.0s_3468.0s.wav	1
61	Spectrogram 1	1	180.000000000	183.000000000	0.0	24000.0	0.171_14_ELDON2_20250420_052900_3465.0s_3468.0s.wav	1
62	Waveform 1	1	183.000000000	186.000000000	0.0	24000.0	0.174_10_ELDON1_20250430_200402_498.0s_501.0s.wav	1
62	Spectrogram 1	1	183.000000000	186.000000000	0.0	24000.0	0.174_10_ELDON1_20250430_200402_498.0s_501.0s.wav	1
63	Waveform 1	1	186.000000000	189.000000000	0.0	24000.0	0.178_18_ELDON5_20250420_062902_2736.0s_2739.0s.wav	1
63	Spectrogram 1	1	186.000000000	189.000000000	0.0	24000.0	0.178_18_ELDON5_20250420_062902_2736.0s_2739.0s.wav	1
64	Waveform 1	1	189.000000000	192.000000000	0.0	24000.0	0.179_124_ELDON10_20250421_185500_423.0s_426.0s.wav	1
64	Spectrogram 1	1	189.000000000	192.000000000	0.0	24000.0	0.179_124_ELDON10_20250421_185500_423.0s_426.0s.wav	1
65	Waveform 1	1	192.000000000	195.000000000	0.0	24000.0	0.180_43_ELDON4_20250419_185300_816.0s_819.0s.wav	0
65	Spectrogram 1	1	192.000000000	195.000000000	0.0	24000.0	0.180_43_ELDON4_20250419_185300_816.0s_819.0s.wav	0
66	Waveform 1	1	195.000000000	198.000000000	0.0	24000.0	0.181_2_ELDON6_20250419_185300_2799.0s_2802.0s.wav	1
66	Spectrogram 1	1	195.000000000	198.000000000	0.0	24000.0	0.181_2_ELDON6_20250419_185300_2799.0s_2802.0s.wav	1
67	Waveform 1	1	198.000000000	201.000000000	0.0	24000.0	0.184_7_ELDON4_20250424_062402_111.0s_114.0s.wav	0
67	Spectrogram 1	1	198.000000000	201.000000000	0.0	24000.0	0.184_7_ELDON4_20250424_062402_111.0s_114.0s.wav	0
68	Waveform 1	1	201.000000000	204.000000000	0.0	24000.0	0.187_40_ELDON3_20250417_185100_2067.0s_2070.0s.wav	1
68	Spectrogram 1	1	201.000000000	204.000000000	0.0	24000.0	0.187_40_ELDON3_20250417_185100_2067.0s_2070.0s.wav	1
69	Waveform 1	1	204.000000000	207.000000000	0.0	24000.0	0.190_9_ELDON5_20250420_185400_2262.0s_2265.0s.wav	1
69	Spectrogram 1	1	204.000000000	207.000000000	0.0	24000.0	0.190_9_ELDON5_20250420_185400_2262.0s_2265.0s.wav	1
70	Waveform 1	1	207.000000000	210.000000000	0.0	24000.0	0.191_19_ELDON3_20250425_062302_834.0s_837.0s.wav	1
70	Spectrogram 1	1	207.000000000	210.000000000	0.0	24000.0	0.191_19_ELDON3_20250425_062302_834.0s_837.0s.wav	1
71	Waveform 1	1	210.000000000	213.000000000	0.0	24000.0	0.192_2_ELDON2_20250425_185900_1410.0s_1413.0s.wav	1
71	Spectrogram 1	1	210.000000000	213.000000000	0.0	24000.0	0.192_2_ELDON2_20250425_185900_1410.0s_1413.0s.wav	1
72	Waveform 1	1	213.000000000	216.000000000	0.0	24000.0	0.201_5_ELDON1_20250427_062002_246.0s_249.0s.wav	1
72	Spectrogram 1	1	213.000000000	216.000000000	0.0	24000.0	0.201_5_ELDON1_20250427_062002_246.0s_249.0s.wav	1
73	Waveform 1	1	216.000000000	219.000000000	0.0	24000.0	0.203_5_ELDON6_20250420_185400_1542.0s_1545.0s.wav	1
73	Spectrogram 1	1	216.000000000	219.000000000	0.0	24000.0	0.203_5_ELDON6_20250420_185400_1542.0s_1545.0s.wav	1
74	Waveform 1	1	219.000000000	222.000000000	0.0	24000.0	0.206_151_ELDON4_20250418_063202_2739.0s_2742.0s.wav	0
74	Spectrogram 1	1	219.000000000	222.000000000	0.0	24000.0	0.206_151_ELDON4_20250418_063202_2739.0s_2742.0s.wav	0
75	Waveform 1	1	222.000000000	225.000000000	0.0	24000.0	0.207_13_ELDON5_20250420_062902_2769.0s_2772.0s.wav	1
75	Spectrogram 1	1	222.000000000	225.000000000	0.0	24000.0	0.207_13_ELDON5_20250420_062902_2769.0s_2772.0s.wav	1
76	Waveform 1	1	225.000000000	228.000000000	0.0	24000.0	0.213_21_ELDON4_20250423_062502_2379.0s_2382.0s.wav	1
76	Spectrogram 1	1	225.000000000	228.000000000	0.0	24000.0	0.213_21_ELDON4_20250423_062502_2379.0s_2382.0s.wav	1
77	Waveform 1	1	228.000000000	231.000000000	0.0	24000.0	0.214_20_ELDON3_20250418_063202_210.0s_213.0s.wav	1
77	Spectrogram 1	1	228.000000000	231.000000000	0.0	24000.0	0.214_20_ELDON3_20250418_063202_210.0s_213.0s.wav	1
78	Waveform 1	1	231.000000000	234.000000000	0.0	24000.0	0.217_48_ELDON2_20250419_185300_2019.0s_2022.0s.wav	1
78	Spectrogram 1	1	231.000000000	234.000000000	0.0	24000.0	0.217_48_ELDON2_20250419_185300_2019.0s_2022.0s.wav	1
79	Waveform 1	1	234.000000000	237.000000000	0.0	24000.0	0.219_4_ELDON5_20250421_062802_2340.0s_2343.0s.wav	0
79	Spectrogram 1	1	234.000000000	237.000000000	0.0	24000.0	0.219_4_ELDON5_20250421_062802_2340.0s_2343.0s.wav	0
80	Waveform 1	1	237.000000000	240.000000000	0.0	24000.0	0.219_4_ELDON6_20250420_185400_2820.0s_2823.0s.wav	0
80	Spectrogram 1	1	237.000000000	240.000000000	0.0	24000.0	0.219_4_ELDON6_20250420_185400_2820.0s_2823.0s.wav	0
81	Waveform 1	1	240.000000000	243.000000000	0.0	24000.0	0.223_6_ELDON3_20250424_185800_2178.0s_2181.0s.wav	1
81	Spectrogram 1	1	240.000000000	243.000000000	0.0	24000.0	0.223_6_ELDON3_20250424_185800_2178.0s_2181.0s.wav	1
82	Waveform 1	1	243.000000000	246.000000000	0.0	24000.0	0.228_123_ELDON10_20250421_185500_534.0s_537.0s.wav	1
82	Spectrogram 1	1	243.000000000	246.000000000	0.0	24000.0	0.228_123_ELDON10_20250421_185500_534.0s_537.0s.wav	1
83	Waveform 1	1	246.000000000	249.000000000	0.0	24000.0	0.229_4_ELDON5_20250419_185300_1524.0s_1527.0s.wav	1
83	Spectrogram 1	1	246.000000000	249.000000000	0.0	24000.0	0.229_4_ELDON5_20250419_185300_1524.0s_1527.0s.wav	1
84	Waveform 1	1	249.000000000	252.000000000	0.0	24000.0	0.233_7_ELDON3_20250420_062902_2361.0s_2364.0s.wav	1
84	Spectrogram 1	1	249.000000000	252.000000000	0.0	24000.0	0.233_7_ELDON3_20250420_062902_2361.0s_2364.0s.wav	1
85	Waveform 1	1	252.000000000	255.000000000	0.0	24000.0	0.234_11_ELDON5_20250420_185400_2718.0s_2721.0s.wav	1
85	Spectrogram 1	1	252.000000000	255.000000000	0.0	24000.0	0.234_11_ELDON5_20250420_185400_2718.0s_2721.0s.wav	1
86	Waveform 1	1	255.000000000	258.000000000	0.0	24000.0	0.235_8_ELDON1_20250424_185800_1836.0s_1839.0s.wav	1
86	Spectrogram 1	1	255.000000000	258.000000000	0.0	24000.0	0.235_8_ELDON1_20250424_185800_1836.0s_1839.0s.wav	1
87	Waveform 1	1	258.000000000	261.000000000	0.0	24000.0	0.240_2_ELDON2_20250425_062302_1608.0s_1611.0s.wav	1
87	Spectrogram 1	1	258.000000000	261.000000000	0.0	24000.0	0.240_2_ELDON2_20250425_062302_1608.0s_1611.0s.wav	1
88	Waveform 1	1	261.000000000	264.000000000	0.0	24000.0	0.241_38_ELDON4_20250421_062802_2289.0s_2292.0s.wav	1
88	Spectrogram 1	1	261.000000000	264.000000000	0.0	24000.0	0.241_38_ELDON4_20250421_062802_2289.0s_2292.0s.wav	1
89	Waveform 1	1	264.000000000	267.000000000	0.0	24000.0	0.242_6_ELDON4_20250427_062002_621.0s_624.0s.wav	1
89	Spectrogram 1	1	264.000000000	267.000000000	0.0	24000.0	0.242_6_ELDON4_20250427_062002_621.0s_624.0s.wav	1
90	Waveform 1	1	267.000000000	270.000000000	0.0	24000.0	0.251_14_ELDON6_20250421_062802_2886.0s_2889.0s.wav	1
90	Spectrogram 1	1	267.000000000	270.000000000	0.0	24000.0	0.251_14_ELDON6_20250421_062802_2886.0s_2889.0s.wav	1
91	Waveform 1	1	270.000000000	273.000000000	0.0	24000.0	0.258_17_ELDON4_20250423_062502_2637.0s_2640.0s.wav	1
91	Spectrogram 1	1	270.000000000	273.000000000	0.0	24000.0	0.258_17_ELDON4_20250423_062502_2637.0s_2640.0s.wav	1
92	Waveform 1	1	273.000000000	276.000000000	0.0	24000.0	0.264_36_ELDON3_20250421_185500_1554.0s_1557.0s.wav	1
92	Spectrogram 1	1	273.000000000	276.000000000	0.0	24000.0	0.264_36_ELDON3_20250421_185500_1554.0s_1557.0s.wav	1
93	Waveform 1	1	276.000000000	279.000000000	0.0	24000.0	0.267_1_ELDON3_20250422_185600_2025.0s_2028.0s.wav	1
93	Spectrogram 1	1	276.000000000	279.000000000	0.0	24000.0	0.267_1_ELDON3_20250422_185600_2025.0s_2028.0s.wav	1
94	Waveform 1	1	279.000000000	282.000000000	0.0	24000.0	0.268_5_ELDON1_20250425_185900_2685.0s_2688.0s.wav	1
94	Spectrogram 1	1	279.000000000	282.000000000	0.0	24000.0	0.268_5_ELDON1_20250425_185900_2685.0s_2688.0s.wav	1
95	Waveform 1	1	282.000000000	285.000000000	0.0	24000.0	0.270_125_ELDON10_20250421_185500_1017.0s_1020.0s.wav	1
95	Spectrogram 1	1	282.000000000	285.000000000	0.0	24000.0	0.270_125_ELDON10_20250421_185500_1017.0s_1020.0s.wav	1
96	Waveform 1	1	285.000000000	288.000000000	0.0	24000.0	0.270_14_ELDON6_20250419_185300_186.0s_189.0s.wav	1
96	Spectrogram 1	1	285.000000000	288.000000000	0.0	24000.0	0.270_14_ELDON6_20250419_185300_186.0s_189.0s.wav	1
97	Waveform 1	1	288.000000000	291.000000000	0.0	24000.0	0.271_5_ELDON4_20250424_185800_1059.0s_1062.0s.wav	1
97	Spectrogram 1	1	288.000000000	291.000000000	0.0	24000.0	0.271_5_ELDON4_20250424_185800_1059.0s_1062.0s.wav	1
98	Waveform 1	1	291.000000000	294.000000000	0.0	24000.0	0.272_2_ELDON2_20250427_190100_696.0s_699.0s.wav	1
98	Spectrogram 1	1	291.000000000	294.000000000	0.0	24000.0	0.272_2_ELDON2_20250427_190100_696.0s_699.0s.wav	1
99	Waveform 1	1	294.000000000	297.000000000	0.0	24000.0	0.280_3_ELDON5_20250420_062902_1956.0s_1959.0s.wav	1
99	Spectrogram 1	1	294.000000000	297.000000000	0.0	24000.0	0.280_3_ELDON5_20250420_062902_1956.0s_1959.0s.wav	1
100	Waveform 1	1	297.000000000	300.000000000	0.0	24000.0	0.280_8_ELDON2_20250418_063202_2673.0s_2676.0s.wav	1
100	Spectrogram 1	1	297.000000000	300.000000000	0.0	24000.0	0.280_8_ELDON2_20250418_063202_2673.0s_2676.0s.wav	1
101	Waveform 1	1	300.000000000	303.000000000	0.0	24000.0	0.289_28_ELDON3_20250419_185300_3486.0s_3489.0s.wav	1
101	Spectrogram 1	1	300.000000000	303.000000000	0.0	24000.0	0.289_28_ELDON3_20250419_185300_3486.0s_3489.0s.wav	1
